scale,eta
786,0.9999999990780007
787,0.9999999990780007
788,0.9999999990780007
789,0.9999999990780007
790,0.9999999990780007
791,0.9999999990780007
792,0.9999999990780007
793,0.9999999990780007
794,0.9999999990780007
795,0.9999999990780007
796,0.9999999990780007
797,0.9999999990780007
798,0.9999999990780007
799,0.9999999990780007
800,0.9999999990780007
801,0.9999999990780007
802,0.9999999990780007
803,0.9999999990780007
804,0.9999999990780007
805,0.9999999990780007
806,0.9999999990780007
807,0.9999999990780007
808,0.9999999990780007
809,0.9999999990780007
810,0.9999999990780007
811,0.9999999990780007
812,0.9999999990780007
813,0.9999999990780007
814,0.9999999990780007
815,0.9999999990780007
816,0.9999999990780007
817,0.9999999990780007
818,0.9999999990780007
819,0.9999999990780007
820,0.9999999990780007
821,0.9999999990780007
822,0.9999999990780007
823,0.9999999990780007
824,0.9999999990780007
825,0.9999999990780007
826,0.9999999990780007
827,0.9999999990780007
828,0.9999999990780007
829,0.9999999990780007
830,0.9999999990780007
831,0.9999999990780007
832,0.9999999990780007
833,0.9999999990780007
834,0.9999999990780007
835,0.9999999990780007
836,0.9999999990780007
837,0.9999999990780007
838,0.9999999990780007
839,0.9999999990780007
840,0.9999999990780007
841,0.9999999990780007
842,0.9999999990780007
843,0.9999999990780007
844,0.9999999990780007
845,0.9999999990780007
846,0.9999999990780007
847,0.9999999990780007
848,0.9999999990780007
849,0.9999999990780007
850,0.9999999990780007
851,0.9999999990780007
852,0.9999999990780007
853,0.9999999990780007
854,0.9999999990780007
855,0.9999999990780007
856,0.9999999990780007
857,0.9999999990780007
858,0.9999999990780007
859,0.9999999990780007
860,0.9999999990780007
861,0.9999999990780007
862,0.9999999990780007
863,0.9999999990780007
864,0.9999999990780007
865,0.9999999990780007
866,0.9999999990780007
867,0.9999999990780007
868,0.9999999990780007
869,0.9999999990780007
870,0.9999999990780007
871,0.9999999990780007
872,0.9999999990780007
873,0.9999999990780007
874,0.9999999990780007
875,0.9999999990780007
876,0.9999999990780007
877,0.9999999990780007
878,0.9999999990780007
879,0.9999999990780007
880,0.9999999990780007
881,0.9999999990780007
882,0.9999999990780007
883,0.9999999990780007
884,0.9999999990780007
885,0.9999999990780007
886,0.9999999990780007
887,0.9999999990780007
888,0.9999999990780007
889,0.9999999990780007
890,0.9999999990780007
891,0.9999999990780007
892,0.9999999990780007
893,0.9999999990780007
894,0.9999999990780007
895,0.9999999990780007
896,0.9999999990780007
897,0.9999999990780007
898,0.9999999990780007
899,0.9999999990780007
900,0.9999999990780007
901,0.9999999990780007
902,0.9999999990780007
903,0.9999999990780007
904,0.9999999990780007
905,0.9999999990780007
906,0.9999999990780007
907,0.9999999990780007
908,0.9999999990780007
909,0.9999999990780007
910,0.9999999990780007
911,0.9999999990780007
912,0.9999999990780007
913,0.9999999990780007
914,0.9999999990780007
915,0.9999999990780007
916,0.9999999990780007
917,0.9999999990780007
918,0.9999999990780007
919,0.9999999990780007
920,0.9999999990780007
921,0.9999999990780007
922,0.9999999990780007
923,0.9999999990780007
924,0.9999999990780007
925,0.9999999990780007
926,0.9999999990780007
927,0.9999999990780007
928,0.9999999990780007
